,assignee,assignees,body,closed_at,comments,comments_url,created_at,events_url,html_url,id,labels,labels_url,locked,milestone,number,pull_request,repository_url,state,title,updated_at,url,user
0,,[],,2017-03-28T23:05:00Z,0,https://api.github.com/repos/rnambis/SE17-group-O/issues/27/comments,2017-03-28T23:03:31Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/27/events,https://github.com/rnambis/SE17-group-O/pull/27,217718117,[],https://api.github.com/repos/rnambis/SE17-group-O/issues/27/labels{/name},False,,27,"{u'url': u'https://api.github.com/repos/rnambis/SE17-group-O/pulls/27', u'diff_url': u'https://github.com/rnambis/SE17-group-O/pull/27.diff', u'html_url': u'https://github.com/rnambis/SE17-group-O/pull/27', u'patch_url': u'https://github.com/rnambis/SE17-group-O/pull/27.patch'}",https://api.github.com/repos/rnambis/SE17-group-O,closed,merge changes,2017-03-28T23:05:00Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/27,"{u'following_url': u'https://api.github.com/users/bhushan9/following{/other_user}', u'events_url': u'https://api.github.com/users/bhushan9/events{/privacy}', u'organizations_url': u'https://api.github.com/users/bhushan9/orgs', u'url': u'https://api.github.com/users/bhushan9', u'gists_url': u'https://api.github.com/users/bhushan9/gists{/gist_id}', u'html_url': u'https://github.com/bhushan9', u'subscriptions_url': u'https://api.github.com/users/bhushan9/subscriptions', u'avatar_url': u'https://avatars3.githubusercontent.com/u/7704900?v=3', u'repos_url': u'https://api.github.com/users/bhushan9/repos', u'received_events_url': u'https://api.github.com/users/bhushan9/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/bhushan9/starred{/owner}{/repo}', u'site_admin': False, u'login': u'bhushan9', u'type': u'User', u'id': 7704900, u'followers_url': u'https://api.github.com/users/bhushan9/followers'}"
1,,[],,2017-03-31T17:25:08Z,0,https://api.github.com/repos/rnambis/SE17-group-O/issues/26/comments,2017-03-18T15:45:16Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/26/events,https://github.com/rnambis/SE17-group-O/issues/26,215202242,[],https://api.github.com/repos/rnambis/SE17-group-O/issues/26/labels{/name},False,,26,,https://api.github.com/repos/rnambis/SE17-group-O,closed,Refresh newsfeed,2017-03-31T17:25:08Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/26,"{u'following_url': u'https://api.github.com/users/bhushan9/following{/other_user}', u'events_url': u'https://api.github.com/users/bhushan9/events{/privacy}', u'organizations_url': u'https://api.github.com/users/bhushan9/orgs', u'url': u'https://api.github.com/users/bhushan9', u'gists_url': u'https://api.github.com/users/bhushan9/gists{/gist_id}', u'html_url': u'https://github.com/bhushan9', u'subscriptions_url': u'https://api.github.com/users/bhushan9/subscriptions', u'avatar_url': u'https://avatars3.githubusercontent.com/u/7704900?v=3', u'repos_url': u'https://api.github.com/users/bhushan9/repos', u'received_events_url': u'https://api.github.com/users/bhushan9/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/bhushan9/starred{/owner}{/repo}', u'site_admin': False, u'login': u'bhushan9', u'type': u'User', u'id': 7704900, u'followers_url': u'https://api.github.com/users/bhushan9/followers'}"
2,"{u'following_url': u'https://api.github.com/users/rnambis/following{/other_user}', u'events_url': u'https://api.github.com/users/rnambis/events{/privacy}', u'organizations_url': u'https://api.github.com/users/rnambis/orgs', u'url': u'https://api.github.com/users/rnambis', u'gists_url': u'https://api.github.com/users/rnambis/gists{/gist_id}', u'html_url': u'https://github.com/rnambis', u'subscriptions_url': u'https://api.github.com/users/rnambis/subscriptions', u'avatar_url': u'https://avatars3.githubusercontent.com/u/21146884?v=3', u'repos_url': u'https://api.github.com/users/rnambis/repos', u'received_events_url': u'https://api.github.com/users/rnambis/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/rnambis/starred{/owner}{/repo}', u'site_admin': False, u'login': u'rnambis', u'type': u'User', u'id': 21146884, u'followers_url': u'https://api.github.com/users/rnambis/followers'}","[{u'following_url': u'https://api.github.com/users/rnambis/following{/other_user}', u'events_url': u'https://api.github.com/users/rnambis/events{/privacy}', u'organizations_url': u'https://api.github.com/users/rnambis/orgs', u'url': u'https://api.github.com/users/rnambis', u'gists_url': u'https://api.github.com/users/rnambis/gists{/gist_id}', u'html_url': u'https://github.com/rnambis', u'subscriptions_url': u'https://api.github.com/users/rnambis/subscriptions', u'avatar_url': u'https://avatars3.githubusercontent.com/u/21146884?v=3', u'repos_url': u'https://api.github.com/users/rnambis/repos', u'received_events_url': u'https://api.github.com/users/rnambis/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/rnambis/starred{/owner}{/repo}', u'site_admin': False, u'login': u'rnambis', u'type': u'User', u'id': 21146884, u'followers_url': u'https://api.github.com/users/rnambis/followers'}]",,2017-03-31T17:25:56Z,0,https://api.github.com/repos/rnambis/SE17-group-O/issues/25/comments,2017-03-18T15:21:43Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/25/events,https://github.com/rnambis/SE17-group-O/issues/25,215200766,[],https://api.github.com/repos/rnambis/SE17-group-O/issues/25/labels{/name},False,,25,,https://api.github.com/repos/rnambis/SE17-group-O,closed,Creating another database for storing user generated data.,2017-03-31T17:25:56Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/25,"{u'following_url': u'https://api.github.com/users/bhushan9/following{/other_user}', u'events_url': u'https://api.github.com/users/bhushan9/events{/privacy}', u'organizations_url': u'https://api.github.com/users/bhushan9/orgs', u'url': u'https://api.github.com/users/bhushan9', u'gists_url': u'https://api.github.com/users/bhushan9/gists{/gist_id}', u'html_url': u'https://github.com/bhushan9', u'subscriptions_url': u'https://api.github.com/users/bhushan9/subscriptions', u'avatar_url': u'https://avatars3.githubusercontent.com/u/7704900?v=3', u'repos_url': u'https://api.github.com/users/bhushan9/repos', u'received_events_url': u'https://api.github.com/users/bhushan9/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/bhushan9/starred{/owner}{/repo}', u'site_admin': False, u'login': u'bhushan9', u'type': u'User', u'id': 7704900, u'followers_url': u'https://api.github.com/users/bhushan9/followers'}"
3,,[],"A. Tracking user behavior in web app 
    1. Time spent
    2. Like/Dislike button
    3. 5 star ratings before closing the tab.
B. Interviews
",2017-04-07T16:20:21Z,1,https://api.github.com/repos/rnambis/SE17-group-O/issues/24/comments,2017-03-18T15:20:39Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/24/events,https://github.com/rnambis/SE17-group-O/issues/24,215200706,[],https://api.github.com/repos/rnambis/SE17-group-O/issues/24/labels{/name},False,,24,,https://api.github.com/repos/rnambis/SE17-group-O,closed,User Evaluations Techniques,2017-04-07T16:20:21Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/24,"{u'following_url': u'https://api.github.com/users/bhushan9/following{/other_user}', u'events_url': u'https://api.github.com/users/bhushan9/events{/privacy}', u'organizations_url': u'https://api.github.com/users/bhushan9/orgs', u'url': u'https://api.github.com/users/bhushan9', u'gists_url': u'https://api.github.com/users/bhushan9/gists{/gist_id}', u'html_url': u'https://github.com/bhushan9', u'subscriptions_url': u'https://api.github.com/users/bhushan9/subscriptions', u'avatar_url': u'https://avatars3.githubusercontent.com/u/7704900?v=3', u'repos_url': u'https://api.github.com/users/bhushan9/repos', u'received_events_url': u'https://api.github.com/users/bhushan9/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/bhushan9/starred{/owner}{/repo}', u'site_admin': False, u'login': u'bhushan9', u'type': u'User', u'id': 7704900, u'followers_url': u'https://api.github.com/users/bhushan9/followers'}"
4,,[],,2017-03-13T04:20:45Z,0,https://api.github.com/repos/rnambis/SE17-group-O/issues/23/comments,2017-03-10T17:51:27Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/23/events,https://github.com/rnambis/SE17-group-O/issues/23,213408121,"[{u'url': u'https://api.github.com/repos/rnambis/SE17-group-O/labels/feature', u'color': u'fbca04', u'default': False, u'id': 542491502, u'name': u'feature'}]",https://api.github.com/repos/rnambis/SE17-group-O/issues/23/labels{/name},False,,23,,https://api.github.com/repos/rnambis/SE17-group-O,closed,Need to add refresh button.,2017-03-13T04:20:45Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/23,"{u'following_url': u'https://api.github.com/users/bhushan9/following{/other_user}', u'events_url': u'https://api.github.com/users/bhushan9/events{/privacy}', u'organizations_url': u'https://api.github.com/users/bhushan9/orgs', u'url': u'https://api.github.com/users/bhushan9', u'gists_url': u'https://api.github.com/users/bhushan9/gists{/gist_id}', u'html_url': u'https://github.com/bhushan9', u'subscriptions_url': u'https://api.github.com/users/bhushan9/subscriptions', u'avatar_url': u'https://avatars3.githubusercontent.com/u/7704900?v=3', u'repos_url': u'https://api.github.com/users/bhushan9/repos', u'received_events_url': u'https://api.github.com/users/bhushan9/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/bhushan9/starred{/owner}{/repo}', u'site_admin': False, u'login': u'bhushan9', u'type': u'User', u'id': 7704900, u'followers_url': u'https://api.github.com/users/bhushan9/followers'}"
5,"{u'following_url': u'https://api.github.com/users/ZacheryThomas/following{/other_user}', u'events_url': u'https://api.github.com/users/ZacheryThomas/events{/privacy}', u'organizations_url': u'https://api.github.com/users/ZacheryThomas/orgs', u'url': u'https://api.github.com/users/ZacheryThomas', u'gists_url': u'https://api.github.com/users/ZacheryThomas/gists{/gist_id}', u'html_url': u'https://github.com/ZacheryThomas', u'subscriptions_url': u'https://api.github.com/users/ZacheryThomas/subscriptions', u'avatar_url': u'https://avatars2.githubusercontent.com/u/15793830?v=3', u'repos_url': u'https://api.github.com/users/ZacheryThomas/repos', u'received_events_url': u'https://api.github.com/users/ZacheryThomas/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/ZacheryThomas/starred{/owner}{/repo}', u'site_admin': False, u'login': u'ZacheryThomas', u'type': u'User', u'id': 15793830, u'followers_url': u'https://api.github.com/users/ZacheryThomas/followers'}","[{u'following_url': u'https://api.github.com/users/ZacheryThomas/following{/other_user}', u'events_url': u'https://api.github.com/users/ZacheryThomas/events{/privacy}', u'organizations_url': u'https://api.github.com/users/ZacheryThomas/orgs', u'url': u'https://api.github.com/users/ZacheryThomas', u'gists_url': u'https://api.github.com/users/ZacheryThomas/gists{/gist_id}', u'html_url': u'https://github.com/ZacheryThomas', u'subscriptions_url': u'https://api.github.com/users/ZacheryThomas/subscriptions', u'avatar_url': u'https://avatars2.githubusercontent.com/u/15793830?v=3', u'repos_url': u'https://api.github.com/users/ZacheryThomas/repos', u'received_events_url': u'https://api.github.com/users/ZacheryThomas/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/ZacheryThomas/starred{/owner}{/repo}', u'site_admin': False, u'login': u'ZacheryThomas', u'type': u'User', u'id': 15793830, u'followers_url': u'https://api.github.com/users/ZacheryThomas/followers'}]","Uncaught SyntaxError: missing ) after argument list  
",2017-03-31T17:24:55Z,1,https://api.github.com/repos/rnambis/SE17-group-O/issues/22/comments,2017-03-10T17:45:37Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/22/events,https://github.com/rnambis/SE17-group-O/issues/22,213406731,"[{u'url': u'https://api.github.com/repos/rnambis/SE17-group-O/labels/bug', u'color': u'ee0701', u'default': True, u'id': 518369685, u'name': u'bug'}]",https://api.github.com/repos/rnambis/SE17-group-O/issues/22/labels{/name},False,,22,,https://api.github.com/repos/rnambis/SE17-group-O,closed,Responsive Voice Issue,2017-03-31T17:24:55Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/22,"{u'following_url': u'https://api.github.com/users/bhushan9/following{/other_user}', u'events_url': u'https://api.github.com/users/bhushan9/events{/privacy}', u'organizations_url': u'https://api.github.com/users/bhushan9/orgs', u'url': u'https://api.github.com/users/bhushan9', u'gists_url': u'https://api.github.com/users/bhushan9/gists{/gist_id}', u'html_url': u'https://github.com/bhushan9', u'subscriptions_url': u'https://api.github.com/users/bhushan9/subscriptions', u'avatar_url': u'https://avatars3.githubusercontent.com/u/7704900?v=3', u'repos_url': u'https://api.github.com/users/bhushan9/repos', u'received_events_url': u'https://api.github.com/users/bhushan9/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/bhushan9/starred{/owner}{/repo}', u'site_admin': False, u'login': u'bhushan9', u'type': u'User', u'id': 7704900, u'followers_url': u'https://api.github.com/users/bhushan9/followers'}"
6,,[],"mr thomas is committing much more than the rest. Do you need to talk about work balancing?

The written report mentions products without any samples. e.g. no web screenshots.

I look forward to seeing what you have running on all this, after the break",2017-03-18T15:15:59Z,0,https://api.github.com/repos/rnambis/SE17-group-O/issues/21/comments,2017-03-01T15:08:07Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/21/events,https://github.com/rnambis/SE17-group-O/issues/21,211108567,[],https://api.github.com/repos/rnambis/SE17-group-O/issues/21/labels{/name},False,,21,,https://api.github.com/repos/rnambis/SE17-group-O,closed,interesting patterns in your work,2017-03-18T15:15:59Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/21,"{u'following_url': u'https://api.github.com/users/timm/following{/other_user}', u'events_url': u'https://api.github.com/users/timm/events{/privacy}', u'organizations_url': u'https://api.github.com/users/timm/orgs', u'url': u'https://api.github.com/users/timm', u'gists_url': u'https://api.github.com/users/timm/gists{/gist_id}', u'html_url': u'https://github.com/timm', u'subscriptions_url': u'https://api.github.com/users/timm/subscriptions', u'avatar_url': u'https://avatars0.githubusercontent.com/u/29195?v=3', u'repos_url': u'https://api.github.com/users/timm/repos', u'received_events_url': u'https://api.github.com/users/timm/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/timm/starred{/owner}{/repo}', u'site_admin': False, u'login': u'timm', u'type': u'User', u'id': 29195, u'followers_url': u'https://api.github.com/users/timm/followers'}"
7,,[],,2017-03-09T03:34:40Z,1,https://api.github.com/repos/rnambis/SE17-group-O/issues/20/comments,2017-02-23T17:26:06Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/20/events,https://github.com/rnambis/SE17-group-O/issues/20,209829087,[],https://api.github.com/repos/rnambis/SE17-group-O/issues/20/labels{/name},False,,20,,https://api.github.com/repos/rnambis/SE17-group-O,closed,Automatic scrolling feature for the newsfeed if the newsfeed is overflowing,2017-03-09T03:34:40Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/20,"{u'following_url': u'https://api.github.com/users/bhushan9/following{/other_user}', u'events_url': u'https://api.github.com/users/bhushan9/events{/privacy}', u'organizations_url': u'https://api.github.com/users/bhushan9/orgs', u'url': u'https://api.github.com/users/bhushan9', u'gists_url': u'https://api.github.com/users/bhushan9/gists{/gist_id}', u'html_url': u'https://github.com/bhushan9', u'subscriptions_url': u'https://api.github.com/users/bhushan9/subscriptions', u'avatar_url': u'https://avatars3.githubusercontent.com/u/7704900?v=3', u'repos_url': u'https://api.github.com/users/bhushan9/repos', u'received_events_url': u'https://api.github.com/users/bhushan9/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/bhushan9/starred{/owner}{/repo}', u'site_admin': False, u'login': u'bhushan9', u'type': u'User', u'id': 7704900, u'followers_url': u'https://api.github.com/users/bhushan9/followers'}"
8,,[],,2017-03-10T05:25:35Z,1,https://api.github.com/repos/rnambis/SE17-group-O/issues/19/comments,2017-02-23T17:25:05Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/19/events,https://github.com/rnambis/SE17-group-O/issues/19,209828806,[],https://api.github.com/repos/rnambis/SE17-group-O/issues/19/labels{/name},False,,19,,https://api.github.com/repos/rnambis/SE17-group-O,closed,Adding images to the newsfeed,2017-03-10T05:25:35Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/19,"{u'following_url': u'https://api.github.com/users/bhushan9/following{/other_user}', u'events_url': u'https://api.github.com/users/bhushan9/events{/privacy}', u'organizations_url': u'https://api.github.com/users/bhushan9/orgs', u'url': u'https://api.github.com/users/bhushan9', u'gists_url': u'https://api.github.com/users/bhushan9/gists{/gist_id}', u'html_url': u'https://github.com/bhushan9', u'subscriptions_url': u'https://api.github.com/users/bhushan9/subscriptions', u'avatar_url': u'https://avatars3.githubusercontent.com/u/7704900?v=3', u'repos_url': u'https://api.github.com/users/bhushan9/repos', u'received_events_url': u'https://api.github.com/users/bhushan9/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/bhushan9/starred{/owner}{/repo}', u'site_admin': False, u'login': u'bhushan9', u'type': u'User', u'id': 7704900, u'followers_url': u'https://api.github.com/users/bhushan9/followers'}"
9,"{u'following_url': u'https://api.github.com/users/ZacheryThomas/following{/other_user}', u'events_url': u'https://api.github.com/users/ZacheryThomas/events{/privacy}', u'organizations_url': u'https://api.github.com/users/ZacheryThomas/orgs', u'url': u'https://api.github.com/users/ZacheryThomas', u'gists_url': u'https://api.github.com/users/ZacheryThomas/gists{/gist_id}', u'html_url': u'https://github.com/ZacheryThomas', u'subscriptions_url': u'https://api.github.com/users/ZacheryThomas/subscriptions', u'avatar_url': u'https://avatars2.githubusercontent.com/u/15793830?v=3', u'repos_url': u'https://api.github.com/users/ZacheryThomas/repos', u'received_events_url': u'https://api.github.com/users/ZacheryThomas/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/ZacheryThomas/starred{/owner}{/repo}', u'site_admin': False, u'login': u'ZacheryThomas', u'type': u'User', u'id': 15793830, u'followers_url': u'https://api.github.com/users/ZacheryThomas/followers'}","[{u'following_url': u'https://api.github.com/users/ZacheryThomas/following{/other_user}', u'events_url': u'https://api.github.com/users/ZacheryThomas/events{/privacy}', u'organizations_url': u'https://api.github.com/users/ZacheryThomas/orgs', u'url': u'https://api.github.com/users/ZacheryThomas', u'gists_url': u'https://api.github.com/users/ZacheryThomas/gists{/gist_id}', u'html_url': u'https://github.com/ZacheryThomas', u'subscriptions_url': u'https://api.github.com/users/ZacheryThomas/subscriptions', u'avatar_url': u'https://avatars2.githubusercontent.com/u/15793830?v=3', u'repos_url': u'https://api.github.com/users/ZacheryThomas/repos', u'received_events_url': u'https://api.github.com/users/ZacheryThomas/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/ZacheryThomas/starred{/owner}{/repo}', u'site_admin': False, u'login': u'ZacheryThomas', u'type': u'User', u'id': 15793830, u'followers_url': u'https://api.github.com/users/ZacheryThomas/followers'}]",Limited character count for a Twitter post forces stories to be multiple tweets. Must figure out the best way to represent one story in multiple posts.,2017-03-31T17:38:10Z,0,https://api.github.com/repos/rnambis/SE17-group-O/issues/18/comments,2017-02-23T17:17:10Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/18/events,https://github.com/rnambis/SE17-group-O/issues/18,209826577,"[{u'url': u'https://api.github.com/repos/rnambis/SE17-group-O/labels/enhancement', u'color': u'84b6eb', u'default': True, u'id': 518369687, u'name': u'enhancement'}]",https://api.github.com/repos/rnambis/SE17-group-O/issues/18/labels{/name},False,"{u'description': u'Need to use Twitter and Facebook APIs to post to respective pages. May also explore adding media (images, video) as well.', u'title': u'Explore feasibility of automatic posts to Twitter and Facebook page', u'url': u'https://api.github.com/repos/rnambis/SE17-group-O/milestones/5', u'labels_url': u'https://api.github.com/repos/rnambis/SE17-group-O/milestones/5/labels', u'created_at': u'2017-02-06T20:00:50Z', u'creator': {u'following_url': u'https://api.github.com/users/ZacheryThomas/following{/other_user}', u'events_url': u'https://api.github.com/users/ZacheryThomas/events{/privacy}', u'organizations_url': u'https://api.github.com/users/ZacheryThomas/orgs', u'url': u'https://api.github.com/users/ZacheryThomas', u'gists_url': u'https://api.github.com/users/ZacheryThomas/gists{/gist_id}', u'html_url': u'https://github.com/ZacheryThomas', u'subscriptions_url': u'https://api.github.com/users/ZacheryThomas/subscriptions', u'avatar_url': u'https://avatars2.githubusercontent.com/u/15793830?v=3', u'repos_url': u'https://api.github.com/users/ZacheryThomas/repos', u'received_events_url': u'https://api.github.com/users/ZacheryThomas/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/ZacheryThomas/starred{/owner}{/repo}', u'site_admin': False, u'login': u'ZacheryThomas', u'type': u'User', u'id': 15793830, u'followers_url': u'https://api.github.com/users/ZacheryThomas/followers'}, u'number': 5, u'html_url': u'https://github.com/rnambis/SE17-group-O/milestone/5', u'updated_at': u'2017-04-11T21:40:58Z', u'due_on': u'2017-02-28T08:00:00Z', u'state': u'closed', u'closed_issues': 3, u'open_issues': 0, u'closed_at': u'2017-04-11T21:40:58Z', u'id': 2303921}",18,,https://api.github.com/repos/rnambis/SE17-group-O,closed,Better splitting of large news stories on Twitter.,2017-03-31T17:38:10Z,https://api.github.com/repos/rnambis/SE17-group-O/issues/18,"{u'following_url': u'https://api.github.com/users/ZacheryThomas/following{/other_user}', u'events_url': u'https://api.github.com/users/ZacheryThomas/events{/privacy}', u'organizations_url': u'https://api.github.com/users/ZacheryThomas/orgs', u'url': u'https://api.github.com/users/ZacheryThomas', u'gists_url': u'https://api.github.com/users/ZacheryThomas/gists{/gist_id}', u'html_url': u'https://github.com/ZacheryThomas', u'subscriptions_url': u'https://api.github.com/users/ZacheryThomas/subscriptions', u'avatar_url': u'https://avatars2.githubusercontent.com/u/15793830?v=3', u'repos_url': u'https://api.github.com/users/ZacheryThomas/repos', u'received_events_url': u'https://api.github.com/users/ZacheryThomas/received_events', u'gravatar_id': u'', u'starred_url': u'https://api.github.com/users/ZacheryThomas/starred{/owner}{/repo}', u'site_admin': False, u'login': u'ZacheryThomas', u'type': u'User', u'id': 15793830, u'followers_url': u'https://api.github.com/users/ZacheryThomas/followers'}"
